id_venda,data,valor_venda,estado_cliente
3512,02-08-2024,2880.93,AM
3513,2024-07-19,3342.19,SC
3514,16-08-2024,348.84,PR
3515,2024-06-23,4246.11,SC
3516,22/07/2024,615.07,AM
3517,2024-04-06,3584.81,am
3518,2024-05-22,785.65,PR
3519,27/09/2024,1265.82,SC
3520,14/01/2024,1138.32,RS
3521,18-10-2024,4191.59,PR
3522,22/02/2024,2571.56,BA
3523,2024-10-30,1572.88,AM
3524,18/11/2024,1435.11,AM
3525,16-02-2024,2615.4,MG
3526,2024-06-19,4280.2,AM
3527,01-07-2024,,ba
3528,26-07-2024,3417.22,RS
3529,13-08-2024,3276.24,SC
3530,10-12-2024,1607.98,PR
3531,2024-06-04,3445.95,AM
3532,2024-01-07,4062.96,BA
3533,01/01/2024,2437.32,BA
3534,2024-10-08,4706.77,AM
3535,11-12-2024,1064.85,PR
3536,2024-03-26,3455.39,MG
3537,16-01-2024,191.65,sp
3538,30-01-2024,1997.64,SP
3539,2024-07-22,1217.79,sp
3540,29/12/2024,2720.62,am
3541,21-09-2024,809.8,SP
3542,2024-02-04,4711.21,mg
3543,08/09/2024,268.81,AM
3544,02/02/2024,3010.75,ba
3545,20/06/2024,2480.95,BA
3546,21-03-2024,4907.51,RJ
3547,13/11/2024,837.14,RS
3548,30/04/2024,3583.95,BA
3549,03/06/2024,2386.22,RS
3550,24-10-2024,1912.55,mg
3551,18-02-2024,4361.97,RS
3552,16-06-2024,4923.3,pr
3553,07-08-2024,4243.04,SP
3554,2024-05-06,4643.01,RJ
3555,17/04/2024,4352.09,pr
3556,20-12-2024,1851.79,AM
3557,12/02/2024,447.58,SP
3558,13-08-2024,729.12,RS
3559,04/03/2024,,BA
3560,2024-02-01,4339.86,sp
3561,2024-02-06,2516.45,RJ
3562,2024-07-20,3212.22,AM
3563,24-08-2024,2492.75,RS
3564,22/10/2024,1550.36,BA
3565,2024-11-04,977.96,sc
3566,05/01/2024,911.07,RJ
3567,06-02-2024,1193.27,pr
3568,2024-02-23,2576.54,AM
3569,2024-12-06,473.23,RJ
3570,01-04-2024,1088.42,am
3571,31-03-2024,4109.03,sp
3572,10-05-2024,3571.93,AM
3573,2024-10-06,,AM
3574,16-03-2024,4065.58,am
3575,25-04-2024,4443.44,BA
3576,16/09/2024,1220.8,MG
3577,30-09-2024,1798.11,rs
3578,15/11/2024,3926.7,rj
3579,17/04/2024,4352.6,SC
3580,21-05-2024,888.08,MG
3581,2024-08-05,3820.68,MG
3582,11-06-2024,3470.13,rs
3583,14-02-2024,2846.04,SC
3584,22/12/2024,2040.68,rj
3585,14/06/2024,,RS
3586,26/01/2024,368.73,MG
3587,12-06-2024,555.72,RS
3588,19/09/2024,2102.09,AM
3589,16-09-2024,4096.63,MG
3590,25-12-2024,3437.35,mg
3591,15-06-2024,97.66,RS
3592,16/08/2024,,RS
3593,10/11/2024,1085.39,AM
3594,09/06/2024,505.19,ba
3595,2024-12-04,4160.48,SP
3596,14/12/2024,2126.21,BA
3597,2024-04-17,4424.85,PR
3598,30/04/2024,3343.94,AM
3599,01-06-2024,2098.85,am
3600,22/12/2024,1375.82,SC
3601,08-10-2024,2083.69,sc
3602,08/06/2024,3596.41,SC
3603,31/01/2024,3158.88,RS
3604,14-05-2024,2520.33,BA
3605,16/08/2024,1985.05,am
3606,07/03/2024,3038.63,MG
3607,2024-05-31,4912.53,pr
3608,2024-03-29,2359.4,sc
3609,19/09/2024,2588.73,ba
3610,20-03-2024,,ba
3611,14-06-2024,1178.78,AM
3612,11-10-2024,1033.06,RJ
3613,14-03-2024,526.79,BA
3614,2024-07-07,3983.92,PR
3615,15/05/2024,,AM
3616,2024-12-17,2610.42,MG
3617,2024-02-05,4477.5,RS
3618,04/03/2024,3266.04,RS
3619,11/10/2024,2073.31,BA
3620,10-05-2024,4651.33,pr
3621,28/01/2024,1767.04,RJ
3622,15/07/2024,2222.21,RS
3623,06/07/2024,,RJ
3624,21-02-2024,2044.11,BA
3625,24/01/2024,4868.86,RJ
3626,2024-06-26,1851.69,mg
3627,07-03-2024,215.06,BA
3628,01/09/2024,1685.33,MG
3629,03-08-2024,2613.18,MG
3630,2024-01-29,464.26,MG
3631,2024-09-20,3562.46,PR
3632,2024-11-23,58.05,MG
3633,30/09/2024,3825.73,RS
3634,14-11-2024,3665.33,sp
3635,30-12-2024,3628.34,rs
3636,2024-02-04,1222.27,sp
3637,2024-02-19,279.04,pr
3638,11-09-2024,,RS
3639,30/09/2024,2467.49,SC
3640,2024-10-13,1302.04,AM
3641,05-01-2024,1810.03,SC
3642,24/02/2024,2985.92,RJ
3643,2024-01-05,1078.38,RJ
3644,2024-05-24,4597.32,rj
3645,2024-09-26,1787.27,SP
3646,2024-09-04,2641.23,sp
3647,01-05-2024,1693.95,BA
3648,2024-03-29,3117.28,MG
3649,09-08-2024,,PR
3650,2024-04-07,3089.69,RJ
3651,30/12/2024,4227.53,AM
3652,09-12-2024,695.17,SP
3653,21/01/2024,4499.95,PR
3654,2024-04-10,1211.38,BA
3655,2024-05-04,4061.23,sc
3656,2024-11-07,2332.51,AM
3657,2024-08-08,3377.03,RS
3658,28/09/2024,913.95,MG
3659,18-10-2024,4694.68,BA
3660,2024-10-22,3811.56,AM
3661,17/11/2024,1839.62,BA
3662,08/05/2024,1980.45,AM
3663,31/01/2024,225.52,rj
3664,06-08-2024,1762.13,AM
3665,29-04-2024,2868.09,BA
3666,06-08-2024,1055.23,BA
3667,2024-07-01,2647.93,RS
3668,25-07-2024,2898.45,MG
3669,09-04-2024,3574.59,SP
3670,2024-12-06,4450.46,MG
3671,26/05/2024,4457.58,MG
3672,18-09-2024,1122.45,PR
3673,06-12-2024,3998.2,MG
3674,2024-06-16,2482.82,PR
3675,16/01/2024,2358.11,am
3676,2024-02-19,4125.65,RJ
3677,01/05/2024,1308.89,RJ
3678,02/01/2024,3851.64,SP
3679,2024-09-22,1201.55,PR
3680,23-06-2024,987.38,AM
3681,29/06/2024,2810.87,RS
3682,30/01/2024,2833.5,PR
3683,17/12/2024,1697.11,PR
3684,2024-08-26,2992.96,PR
3685,04-09-2024,1019.39,AM
3686,11/10/2024,2019.26,SP
3687,09-12-2024,2214.29,BA
3688,2024-12-11,4985.64,AM
3689,21/06/2024,826.51,PR
3690,04-03-2024,2350.42,SP
3691,25/11/2024,3078.02,RJ
3692,2024-02-25,1679.42,SC
3693,12-04-2024,3291.75,sc
3694,2024-10-16,3570.33,RS
3695,11-04-2024,4965.06,BA
3696,19/10/2024,3882.79,rj
3697,2024-11-08,1697.59,RJ
3698,30-04-2024,3385.98,rj
3699,04-11-2024,4208.94,MG
3700,2024-02-22,1015.62,SP
3701,2024-03-18,1935.89,RJ
3702,21/07/2024,4077.91,SC
3703,10-01-2024,610.49,SC
3704,26/10/2024,3113.4,RS
3705,2024-07-13,3870.79,ba
3706,16/03/2024,2726.94,ba
3707,22-05-2024,4136.78,RJ
3708,2024-09-11,2603.31,SC
3709,31-01-2024,1899.72,PR
3710,21-10-2024,3738.47,PR
3711,23/02/2024,4398.72,BA
3712,03/01/2024,4993.97,mg
3713,2024-03-08,682.86,SC
3714,07/10/2024,591.38,pr
3715,14/05/2024,1803.49,RJ
3716,02/05/2024,1172.24,RJ
3717,2024-02-24,3667.09,RS
3718,04/05/2024,4883.58,rj
3719,2024-12-03,2975.02,rs
3720,06/06/2024,4096.96,ba
3721,2024-12-20,3493.59,ba
3722,05/08/2024,3656.45,BA
3723,21-06-2024,2280.92,SP
3724,2024-01-10,1170.86,sc
3725,2024-07-07,3183.76,sp
3726,23-07-2024,4457.57,ba
3727,2024-11-05,4842.07,rs
3728,2024-01-16,755.76,BA
3729,19-12-2024,1613.33,MG
3730,2024-07-24,,mg
3731,12-01-2024,4895.98,ba
3732,16/10/2024,2940.09,mg
3733,07-10-2024,3368.77,BA
3734,25/07/2024,1884.68,PR
3735,17/02/2024,1255.7,BA
3736,15/09/2024,694.76,PR
3737,07-05-2024,3356.29,pr
3738,14-02-2024,4508.11,SC
3739,13/02/2024,1843.54,AM
3740,28/02/2024,1898.57,RJ
3741,29-02-2024,892.34,pr
3742,19-02-2024,4777.25,rs
3743,20-02-2024,1770.85,RJ
3744,2024-11-16,4654.51,sp
3745,12/03/2024,89.91,mg
3746,2024-12-25,3986.64,RJ
3747,2024-06-05,1196.17,RJ
3748,2024-02-02,1960.0,pr
3749,18-05-2024,1662.18,RJ
3750,28-11-2024,1511.89,pr
3751,21-10-2024,3987.31,PR
3752,2024-01-22,2556.29,rs
3753,03-08-2024,4906.71,BA
3754,2024-11-17,1433.75,RJ
3755,2024-11-15,4175.01,mg
3756,15/10/2024,1525.38,MG
3757,15/12/2024,4382.04,sc
3758,10-05-2024,868.25,SP
3759,2024-12-15,4380.88,BA
3760,04/08/2024,3533.01,RS
3761,17-01-2024,1027.42,SC
3762,27/06/2024,3278.7,pr
3763,03/09/2024,,ba
3764,20-05-2024,,RS
3765,2024-03-31,3111.75,sc
3766,14-02-2024,4672.08,MG
3767,28/08/2024,1397.73,pr
3768,07/10/2024,3756.39,BA
3769,2024-02-02,1154.42,sp
3770,29-04-2024,4925.97,BA
3771,17-09-2024,2588.85,sp
3772,22-11-2024,4472.9,pr
3773,2024-01-09,829.09,ba
3774,24-08-2024,2609.97,SP
3775,27/01/2024,1243.76,PR
3776,19-07-2024,77.79,SC
3777,10/10/2024,3722.76,rj
3778,01-12-2024,912.14,BA
3779,2024-12-01,62.17,SC
3780,22-03-2024,1976.28,MG
3781,22/01/2024,4605.69,am
3782,2024-12-12,4479.38,BA
3783,01/12/2024,1016.32,sc
3784,26/08/2024,4790.23,SC
3785,2024-10-24,4526.34,mg
3786,2024-09-03,4252.45,RS
3787,2024-02-02,4926.77,BA
3788,08/01/2024,2966.99,MG
3789,2024-09-12,1887.42,RS
3790,2024-08-25,2891.84,sc
3791,17/05/2024,2686.72,AM
3792,28-02-2024,3529.42,MG
3793,2024-08-03,1328.25,mg
3794,2024-11-18,1650.0,sp
3795,12-11-2024,1605.74,AM
3796,2024-08-13,841.07,SP
3797,13/12/2024,4119.18,sc
3798,28/05/2024,2745.9,AM
3799,2024-02-12,3995.48,SC
3800,16/10/2024,1293.04,BA
3801,22-05-2024,3268.95,SP
3802,31-05-2024,375.49,sp
3803,05-09-2024,547.06,ba
3804,05-05-2024,4242.59,MG
3805,26-08-2024,252.47,AM
3806,17-05-2024,490.45,sp
3807,22-05-2024,1439.09,rj
3808,03-01-2024,3138.1,MG
3809,29-09-2024,,RJ
3810,18/10/2024,3869.34,AM
3811,2024-07-28,3141.45,sp
3812,08-07-2024,3788.82,MG
3813,05-04-2024,3739.46,MG
3814,11/01/2024,4531.35,MG
3815,31-05-2024,1741.59,pr
3816,2024-09-02,3839.86,PR
3817,17/10/2024,1856.48,RS
3818,10/06/2024,4411.6,MG
3819,2024-01-14,396.21,RJ
3820,27-11-2024,1953.13,PR
3821,28-02-2024,1052.94,SC
3822,29/10/2024,2819.24,AM
3823,2024-10-11,4341.3,BA
3824,28-10-2024,3545.41,ba
3825,09/03/2024,2243.76,rs
3826,26/08/2024,863.75,MG
3827,26/09/2024,3728.74,rs
3828,16-06-2024,3582.04,PR
3829,2024-06-16,564.25,MG
3830,16-08-2024,644.29,BA
3831,24/12/2024,2772.44,RS
3832,21-01-2024,1597.78,MG
3833,2024-02-03,3953.33,sp
3834,23/01/2024,3832.88,pr
3835,2024-04-07,1592.61,rj
3836,24-07-2024,1195.36,BA
3837,08/02/2024,2028.28,PR
3838,31-01-2024,273.47,ba
3839,2024-03-27,1022.69,PR
3840,29/11/2024,2603.38,rs
3841,12/07/2024,2581.52,sc
3842,26/03/2024,1731.5,SP
3843,2024-11-06,1778.07,AM
3844,06-10-2024,1060.82,am
3845,18/02/2024,3319.15,PR
3846,14-02-2024,3942.15,BA
3847,27/03/2024,4744.26,RS
3848,2024-04-30,419.66,ba
3849,2024-09-30,2238.62,MG
3850,12/02/2024,2709.78,MG
3851,26-08-2024,1062.37,am
3852,28-10-2024,244.13,SP
3853,18/08/2024,4483.9,SP
3854,09-10-2024,62.95,rj
3855,15-02-2024,1422.15,MG
3856,13/11/2024,4249.85,RJ
3857,06/01/2024,2999.26,SP
3858,29-06-2024,2046.67,AM
3859,2024-08-19,674.32,SC
3860,24-08-2024,3101.17,SP
3861,09-05-2024,3369.93,AM
3862,25-12-2024,2296.1,RJ
3863,2024-10-15,2347.16,mg
3864,23/07/2024,3153.63,RJ
3865,20/08/2024,2754.19,RJ
3866,25-11-2024,278.29,mg
3867,01/05/2024,635.63,sc
3868,2024-09-24,2118.87,AM
3869,19/10/2024,4248.74,RJ
3870,10-10-2024,3380.28,sc
3871,2024-11-02,575.86,SC
3872,2024-04-24,1449.11,RJ
3873,2024-01-24,2155.03,SC
3874,2024-11-11,4184.45,PR
3875,29/07/2024,487.71,ba
3876,2024-08-29,3970.21,RS
3877,07/04/2024,874.14,MG
3878,06-03-2024,1301.67,rs
3879,21-10-2024,1555.68,RS
3880,02-06-2024,4952.5,BA
3881,2024-08-20,2125.65,RS
3882,09-02-2024,2620.35,RS
3883,2024-01-16,2827.12,BA
3884,2024-09-20,,MG
3885,28/10/2024,3675.06,AM
3886,23-11-2024,2184.48,SP
3887,2024-04-06,2120.21,MG
3888,25/09/2024,2740.91,BA
3889,08-11-2024,2012.27,PR
3890,20/05/2024,615.67,mg
3891,21-02-2024,1142.21,pr
3892,2024-09-20,475.87,SP
3893,12/02/2024,3089.75,SP
3894,2024-02-25,4456.3,RJ
3895,10/05/2024,2715.58,RJ
3896,2024-02-13,3179.64,ba
3897,2024-04-24,2509.94,SP
3898,2024-10-26,1089.75,mg
3899,09/12/2024,4926.96,sp
3900,16/04/2024,1882.18,PR
3901,2024-06-22,734.54,RJ
3902,2024-01-14,3136.84,AM
3903,2024-10-23,1894.92,rs
3904,27/01/2024,1581.96,PR
3905,29-04-2024,1542.66,SP
3906,2024-02-26,2471.42,PR
3907,10/02/2024,188.62,rj
3908,2024-04-19,2771.75,SC
3909,17/06/2024,4929.45,AM
3910,12/01/2024,2944.01,am
3911,2024-05-10,4266.82,AM
3912,05-09-2024,4958.14,SC
3913,2024-08-13,3251.47,RS
3914,21-02-2024,4175.76,PR
3915,20/04/2024,2236.46,sc
3916,2024-02-18,4615.07,rj
3917,2024-11-14,3032.16,SC
3918,2024-11-05,3638.97,BA
3919,11/04/2024,278.36,sc
3920,07/10/2024,4680.01,RS
3921,2024-03-09,4992.92,BA
3922,19-07-2024,,SC
3923,28/09/2024,2985.31,PR
3924,02/07/2024,2944.22,SC
3925,31-08-2024,4120.69,RJ
3926,2024-03-08,4848.83,sc
3927,2024-06-12,1470.1,MG
3928,30-01-2024,414.0,rs
3929,12/11/2024,,SP
3930,12/12/2024,170.96,PR
3931,2024-04-17,3541.14,SP
3932,24-09-2024,544.1,AM
3933,20-11-2024,2992.18,RS
3934,2024-02-28,874.26,pr
3935,07-10-2024,852.55,sp
3936,05/06/2024,,RS
3937,2024-06-17,780.22,BA
3938,16/02/2024,684.45,MG
3939,2024-12-27,4736.87,SP
3940,11/07/2024,3852.88,PR
3941,2024-09-21,2588.04,MG
3942,2024-08-19,3815.42,rs
3943,27-12-2024,3919.19,PR
3944,20/01/2024,2087.93,rj
3945,2024-08-20,3913.01,RS
3946,2024-01-25,4794.44,PR
3947,17/08/2024,3447.55,mg
3948,2024-04-05,1273.49,rj
3949,15/12/2024,2482.87,PR
3950,2024-12-22,2340.89,RJ
3951,08-01-2024,2799.35,RJ
3952,2024-10-05,4837.51,rj
3953,2024-05-04,3966.1,PR
3954,2024-03-15,2208.81,sc
3955,24/02/2024,3960.62,rs
3956,08/04/2024,3565.81,AM
3957,19-11-2024,1778.8,ba
3958,09/01/2024,3807.75,sp
3959,2024-05-27,874.33,MG
3960,02-10-2024,4498.12,AM
3961,2024-08-06,,ba
3962,14-01-2024,1288.54,PR
3963,2024-06-14,1844.28,mg
3964,2024-11-16,57.18,RS
3965,18/05/2024,3347.34,SP
3966,2024-02-04,3010.36,SC
3967,2024-12-11,105.21,RS
3968,16-04-2024,1871.61,sc
3969,15/07/2024,3159.72,PR
3970,18/07/2024,3626.46,sp
3971,05/12/2024,2338.14,ba
3972,27-11-2024,995.85,sc
3973,02-10-2024,2643.71,MG
3974,04/03/2024,854.49,am
3975,18-01-2024,3463.43,pr
3976,20/02/2024,1140.57,PR
3977,10/04/2024,3763.8,rj
3978,06-11-2024,4288.13,SC
3979,23/07/2024,4340.29,PR
3980,20/12/2024,4121.59,RS
3981,11-12-2024,1750.32,RJ
3982,20/01/2024,4386.79,SC
3983,2024-10-11,682.28,RS
3984,22/03/2024,875.21,SC
3985,2024-01-01,1953.19,SP
3986,23/05/2024,3003.15,BA
3987,07-10-2024,2800.81,RJ
3988,04-06-2024,3573.78,rj
3989,24/10/2024,905.95,mg
3990,2024-07-19,1797.57,sc
3991,21-03-2024,936.17,BA
3992,10-07-2024,3404.9,SP
3993,2024-08-30,1508.77,SC
3994,12-05-2024,105.05,RJ
3995,06-01-2024,2420.11,mg
3996,05-04-2024,2700.59,sc
3997,01-05-2024,960.71,SC
3998,10-09-2024,2118.33,AM
3999,20-10-2024,3130.47,am
4000,12-03-2024,1642.77,am
4001,01-04-2024,2563.93,PR
4002,09-10-2024,3040.52,sc
4003,2024-02-18,1446.73,PR
4004,2024-03-19,3312.99,am
4005,29/06/2024,4254.19,BA
4006,2024-03-09,4355.61,RS
4007,2024-01-28,4308.01,RS
4008,2024-10-08,160.33,MG
4009,20/04/2024,150.43,RJ
4010,25/11/2024,4469.48,RS
4011,06-11-2024,2357.09,PR
4012,2024-11-18,3010.79,SP
4013,2024-04-25,4185.54,AM
4014,21/06/2024,3699.38,mg
4015,16-11-2024,1434.6,SP
4016,2024-04-03,3337.35,rj
4017,04-04-2024,728.0,AM
4018,2024-01-18,4695.54,PR
4019,25-11-2024,3385.77,AM
4020,2024-05-17,3770.6,RS
4021,2024-02-07,2761.15,SC
4022,30/01/2024,274.44,mg
4023,08-10-2024,2464.27,mg
4024,2024-05-18,3480.03,BA
4025,01/02/2024,3603.88,mg
4026,02-03-2024,4658.86,MG
4027,20-09-2024,341.57,rs
4028,2024-06-07,3758.75,MG
4029,11-03-2024,2933.94,rj
4030,2024-12-07,3780.01,RS
4031,2024-12-05,2976.99,SP
4032,2024-05-17,1846.3,PR
4033,01-11-2024,3027.0,am
4034,30-06-2024,3785.35,rj
4035,30/01/2024,4848.62,rs
4036,26-11-2024,1940.18,sc
4037,2024-07-16,3862.19,BA
4038,2024-07-08,4246.73,rs
4039,2024-08-13,1226.59,AM
4040,08-06-2024,4888.91,MG
4041,09/09/2024,748.91,RS
4042,29/11/2024,4384.63,RS
4043,2024-03-12,3949.11,PR
4044,12/11/2024,2777.88,RJ
4045,24-07-2024,3667.78,SP
4046,2024-01-08,4348.89,PR
4047,22-06-2024,331.03,PR
4048,2024-09-18,3346.4,RJ
4049,10-04-2024,145.16,AM
4050,16/05/2024,812.44,RJ
4051,2024-04-28,3496.91,RS
4052,28-10-2024,4710.93,RJ
4053,2024-08-18,1597.37,MG
4054,29-01-2024,2053.96,RS
4055,27-01-2024,1812.75,MG
4056,14/10/2024,775.17,MG
4057,2024-08-24,739.35,BA
4058,28-10-2024,4792.17,PR
4059,2024-09-03,4093.48,mg
4060,05/06/2024,,MG
4061,07/04/2024,1626.63,AM
4062,12/08/2024,434.23,PR
4063,11/10/2024,382.08,MG
4064,03-10-2024,1386.37,mg
4065,16/05/2024,4499.58,SC
4066,12/04/2024,3065.79,rs
4067,2024-11-24,3830.23,SC
4068,28/11/2024,3720.08,PR
4069,2024-01-21,177.18,BA
4070,26/08/2024,81.49,pr
4071,05/08/2024,4188.83,SP
4072,2024-04-06,1431.88,PR
4073,14/01/2024,1695.18,ba
4074,12/06/2024,2687.56,rs
4075,2024-05-07,3408.47,RS
4076,17/06/2024,190.76,SP
4077,14/08/2024,4420.84,PR
4078,27/08/2024,1889.77,BA
4079,22/06/2024,4830.65,MG
4080,14-04-2024,4377.9,rs
4081,08-12-2024,,sc
4082,11-05-2024,1176.83,PR
4083,30/01/2024,862.99,SC
4084,18-07-2024,4462.5,SC
4085,2024-12-24,2364.6,RJ
4086,02-04-2024,3250.38,RJ
4087,18-08-2024,3035.47,pr
4088,2024-01-15,2176.76,SP
4089,2024-02-24,,rs
4090,2024-03-27,2902.37,RJ
4091,2024-06-17,1079.34,RJ
4092,01-11-2024,1940.9,AM
4093,2024-06-06,4131.64,sc
4094,12/05/2024,,MG
4095,2024-09-09,371.43,am
4096,2024-01-19,699.74,sc
4097,13-05-2024,2549.48,BA
4098,2024-04-27,2772.38,mg
4099,25/02/2024,4065.2,SP
4100,12-05-2024,3476.71,rj
4101,2024-08-31,1293.16,RS
4102,2024-12-06,1541.64,MG
4103,23-11-2024,3317.8,AM
4104,26/12/2024,4922.73,am
4105,02/01/2024,514.19,SC
4106,2024-04-12,2810.69,SP
4107,2024-04-27,1020.72,pr
4108,2024-10-24,3715.19,rs
4109,17/02/2024,3788.35,sc
4110,28/04/2024,479.4,SP
4111,30/08/2024,4938.68,mg
4112,23-05-2024,2608.36,sp
4113,28/07/2024,2078.65,BA
4114,28/03/2024,2242.81,SC
4115,2024-02-17,2198.97,PR
4116,26-12-2024,4481.74,BA
4117,25-10-2024,3461.84,sc
4118,2024-12-05,214.56,BA
4119,08/09/2024,1334.68,SC
4120,2024-07-25,3583.91,PR
4121,14/06/2024,4893.4,BA
4122,2024-09-24,4613.7,BA
4123,2024-08-27,2788.01,rj
4124,17/08/2024,93.73,mg
4125,04/04/2024,2162.11,PR
4126,22-02-2024,271.72,BA
4127,28-12-2024,2210.01,SP
4128,2024-10-26,,SP
4129,2024-06-10,4395.32,MG
4130,26-12-2024,2131.68,PR
4131,28/09/2024,1681.49,SP
4132,2024-02-03,4588.05,sp
4133,25-03-2024,2568.39,RS
4134,23-05-2024,1410.11,PR
4135,29-09-2024,1280.07,MG
4136,2024-10-22,2197.85,PR
4137,24-02-2024,3692.43,MG
4138,14-07-2024,3338.47,RJ
4139,03-10-2024,4792.84,rs
4140,04/08/2024,4018.1,am
4141,2024-07-22,4717.11,MG
4142,14-01-2024,,RJ
4143,30/01/2024,4801.41,RS
4144,06-09-2024,598.85,BA
4145,31-08-2024,3134.63,SP
4146,01-05-2024,1592.03,rj
4147,01-04-2024,724.61,RJ
4148,04/02/2024,1451.86,AM
4149,2024-01-27,771.13,BA
4150,11/09/2024,3152.21,rj
4151,2024-01-10,4847.35,MG
4152,29/06/2024,4382.05,BA
4153,16-08-2024,2132.1,MG
4154,2024-02-08,1791.88,MG
4155,2024-09-04,4596.42,sc
4156,2024-03-15,424.13,sc
4157,05-04-2024,2379.52,BA
4158,2024-05-17,2833.07,PR
4159,2024-11-14,268.33,MG
4160,29-01-2024,4201.79,rs
4161,06-10-2024,2668.99,BA
4162,28/06/2024,2460.97,AM
4163,25/03/2024,2941.8,rs
4164,15/06/2024,89.68,AM
4165,01-02-2024,314.73,RJ
4166,17-05-2024,,RJ
4167,23-06-2024,3134.87,sp
4168,19/08/2024,1337.45,sc
4169,2024-07-25,2033.09,SP
4170,26/02/2024,3504.05,SC
4171,02-04-2024,4429.72,RS
4172,07/07/2024,3345.94,MG
4173,2024-10-26,4276.15,RJ
4174,18-08-2024,159.09,MG
4175,30/06/2024,4421.52,RS
4176,16/07/2024,4580.09,MG
4177,17/08/2024,4243.27,SP
4178,26-08-2024,1114.96,MG
4179,2024-11-24,4529.64,AM
4180,18-09-2024,2975.15,RS
4181,2024-08-13,4137.44,SP
4182,04-05-2024,3612.1,AM
4183,03-03-2024,4667.62,pr
4184,09-08-2024,,BA
4185,08/07/2024,584.01,PR
4186,09-10-2024,1838.6,sp
4187,19/09/2024,604.8,mg
4188,02-11-2024,4401.39,AM
4189,09-05-2024,1481.61,RS
4190,21/12/2024,2848.55,SP
4191,05-08-2024,1447.68,BA
4192,17/05/2024,4769.27,AM
4193,02-11-2024,1138.73,RS
4194,19/04/2024,766.91,RS
4195,2024-06-28,1478.2,RJ
4196,09/02/2024,1233.06,MG
4197,04-04-2024,3180.71,MG
4198,22-09-2024,3570.07,RJ
4199,24-03-2024,697.53,SC
4200,20/07/2024,181.7,MG
4201,2024-06-12,1515.3,BA
4202,2024-08-19,3458.91,RS
4203,22/01/2024,4967.59,mg
4204,07/08/2024,3658.82,pr
4205,2024-05-15,1005.12,rs
4206,27-04-2024,2537.57,AM
4207,25-01-2024,1345.35,RJ
4208,07-12-2024,616.56,BA
4209,26/10/2024,881.36,PR
4210,11-05-2024,3972.97,RS
4211,17-08-2024,1411.45,SC
4212,12/12/2024,4175.52,SC
4213,27/07/2024,3365.96,sc
4214,12-11-2024,2372.09,RJ
4215,13-01-2024,2267.79,MG
4216,11-12-2024,643.63,BA
4217,2024-03-18,1511.21,rj
4218,26-10-2024,490.53,RJ
4219,08/03/2024,552.71,mg
4220,03-09-2024,350.03,RJ
4221,2024-11-21,3044.93,SP
4222,2024-11-09,2042.95,PR
4223,2024-02-28,1327.47,PR
4224,29/04/2024,1676.58,BA
4225,2024-11-22,3401.66,MG
4226,07-02-2024,1763.44,BA
4227,19/04/2024,3695.04,RJ
4228,13-10-2024,4766.16,PR
4229,03-12-2024,2301.17,sc
4230,2024-09-18,2915.89,sc
4231,24/07/2024,4021.16,sc
4232,2024-03-31,364.67,SC
4233,03/03/2024,1920.18,RS
4234,2024-09-27,3782.96,PR
4235,2024-01-28,,RS
4236,17/04/2024,102.15,AM
4237,06/10/2024,926.96,AM
4238,15/02/2024,4624.88,AM
4239,20/09/2024,2558.51,mg
4240,2024-09-14,2950.86,SC
4241,10-03-2024,1527.9,SC
4242,2024-11-21,1304.31,sp
4243,13-07-2024,4918.66,sc
4244,27/06/2024,4312.66,RS
4245,12/11/2024,1764.8,MG
4246,08-07-2024,,RS
4247,2024-12-23,3411.2,SC
4248,28-03-2024,2665.55,SP
4249,2024-10-28,3295.08,sc
4250,15-08-2024,4054.02,mg
4251,09-10-2024,2410.88,pr
4252,23-03-2024,2501.18,BA
4253,03/08/2024,741.35,MG
4254,18-04-2024,1471.14,BA
4255,29/08/2024,4001.73,MG
4256,22-04-2024,1141.4,SP
4257,2024-12-20,4162.24,SP
4258,10-02-2024,2597.22,AM
4259,15-07-2024,1513.43,RJ
4260,11-06-2024,4926.8,rj
4261,2024-07-15,1556.28,BA
4262,25/07/2024,3157.75,BA
4263,08/08/2024,811.09,ba
4264,03-10-2024,117.25,rj
4265,31/03/2024,3467.93,SC
4266,21-10-2024,3820.94,ba
4267,2024-12-24,2502.81,MG
4268,31-01-2024,959.39,MG
4269,26-03-2024,3265.0,SP
4270,22-07-2024,1663.82,RS
4271,2024-05-04,3799.55,pr
4272,31-03-2024,2679.65,ba
4273,05-03-2024,1752.87,MG
4274,07/05/2024,588.83,BA
4275,10-01-2024,1042.66,AM
4276,09-11-2024,3213.15,PR
4277,28-10-2024,1888.28,SP
4278,13/11/2024,4611.13,RS
4279,2024-06-06,2793.2,BA
4280,2024-03-23,,PR
4281,2024-05-02,3648.14,RS
4282,22-06-2024,2594.88,MG
4283,2024-06-13,445.14,rj
4284,22/04/2024,2728.79,BA
4285,14-12-2024,3692.85,BA
4286,2024-10-07,679.05,SP
4287,2024-08-27,114.3,AM
4288,19-02-2024,4368.78,PR
4289,2024-04-28,1773.34,MG
4290,2024-03-06,4466.67,AM
4291,06/01/2024,238.75,PR
4292,09/07/2024,3361.08,PR
4293,2024-12-05,877.32,SC
4294,06-02-2024,1459.57,rs
4295,2024-09-04,1804.79,SP
4296,05/12/2024,3410.21,BA
4297,2024-08-29,3285.34,ba
4298,2024-01-16,,am
4299,02-11-2024,1604.48,AM
